 ,3,4,5,6,7,8,9
50,-2393.3800343228595,-3263.3800343228595,-4133.3800343228595,-5003.3800343228595,-5873.3800343228595,-6743.3800343228595,-7613.3800343228595
200,-433.8088835824312,-643.8088835824311,-853.8088835824311,-4553.3800343228595,-5423.3800343228595,-6293.3800343228595,-7163.3800343228595
500,-319.5993544497701,-529.5993544497701,-739.5993544497701,-949.5993544497702,-1159.59935444977,-4159.59935444977,-6263.3800343228595
2000,-3.0002688269140663,-213.00026882691407,-423.00026882691407,-633.0002688269141,-843.0002688269141,-1053.0002688269142,-1263.0002688269142
5000,379.1599207497529,169.15992074975293,-40.84007925024707,-250.84007925024707,-460.8400792502471,-670.8400792502471,-880.8400792502471
20000,1487.8469876168508,1277.8469876168508,1067.8469876168508,857.8469876168508,647.8469876168508,437.8469876168508,227.8469876168508
50000,2918.9050742044783,2708.9050742044783,2498.9050742044783,2288.9050742044783,2078.9050742044783,1868.9050742044783,1658.9050742044783
