rho2
3,4,5,6,7,8,9
batchsize_num
2035.2375704203487,6268.643567357613,9871.862299854456,16126.179279274538,19559.54137555133,24042.65683430774,27702.77350943508
round_lst
700,305,179,402,327,226,188
